symptoms,disease
i have a fever and am really weak my face has gotten sores the blisters are itchy and painful a yellow ooze frequently leaks from the wounds|impetigo,Impetigo
elevated|i am experiencing skin rashes with burning sores the blistering sores are fluid-filled|impetigo|red colored lesions that are unpleasant to touch i also have a fever,Impetigo
and painful and some kind of a yellow ooze discharges from them|i believe i have some skin disease there are rashes on my face and small sores near my nose the sores have become red|impetigo,Impetigo
and extremely difficult to handle i can t seem to get rid of these sores|i have noticed that the sores on my face are healing more slowly and are more likely to become infected my cheek sores are large|impetigo|painful to the touch,Impetigo
i am having a fever i ve had a skin rash on my face|impetigo|neck and arms the rash is made up of burning red lesions i m concerned about my health,Impetigo
elevated lesions that are unpleasant to touch i m also running a fever|i ve acquired skin rashes with blistering sores the blistering sores are fluid-filled|impetigo,Impetigo
and yellow rust-colored fluid is oozing from them|i m running a high temperature near my nose|impetigo|red sores are forming the lesions are painful,Impetigo
as i ve seen in addition|as well as huge red sores the rash is spreading to other places on my body|i have a high temperature every night|i have rashes around my nose|impetigo,Impetigo
impetigo|my cheeks and nose are covered with red sores i ve observed that the rash on my neck and chest is spreading faster i am also developing a mild fever,Impetigo
impetigo|my nasal sores have crusted up and become difficult to touch the wounds used to leak a yellow-rust coloured fluid it is taking a lot longer to deal with using medication,Impetigo
a few days ago|i experienced a tiny rash around my nose the rash is now accompanied by a burning feeling and skin redness and discharge of fluid i believe it is some sort of infection|impetigo,Impetigo
and the sores have gotten more painful and inflamed in recent days|impetigo|small red sores appeared near my nose and neck at first i now have a high temperature,Impetigo
a rash has developed around my nose and lips|impetigo|with huge red lesions that are painful and emit a yellow rust-colored fluid,Impetigo
and a yellow or rust-colored fluid is oozing from them|impetigo|my face is covered in sores most of them are near my nose and lips the lesions are causing discomfort or suffering,Impetigo
and i have a burning feeling and skin redness|i ve started getting sores on my face and nose i have no idea what is causing this my cheek sores are large and irritating to the touch|impetigo,Impetigo
and the blisters have begun to bleed clear pus it is really painful to deal with|impetigo|over the last two days|the rash on my face has gotten more severe and inflamed,Impetigo
and a yellow liquid is oozing from them|i feel i have a skin condition my face has rashes and little blisters around my nose the wounds have turned red and painful|impetigo,Impetigo
and incredibly difficult to treat i can t seem to get these sores to go away|i ve observed that the lesions on my face are healing slower and are more prone to infection the lesions on my cheeks are huge|impetigo|unpleasant to the touch,Impetigo
and arms the rash consists of painful red lesions my health is a concern for me|i m running a high temperature i ve developed a rash on my face|impetigo|neck,Impetigo
and the sores have begun to discharge a yellow colored fluid it s becoming increasingly painful by the day|impetigo|over the last week|the rash on my face has gotten more severe and painful,Impetigo
and a yellow ooze is frequently oozing from them the lesions have become even more painful|i ve had rashes on my face i m developing little sores around my nose|impetigo,Impetigo
i m feeling quite ill i have a fever and a headache rashes appeared on my arms and face i m quite concerned about this i saw red sores around my nose and lips today|impetigo,Impetigo
i noticed small sores near my nose they are painful and very difficult to handle|impetigo|the rashes on my face are not healing i tried some medications but it is not helping much recently,Impetigo
dengue|i am facing severe joint pain and vomitting i have developed a skin rash that covers my entire body and is accompanied by intense itching,Dengue
dengue|despite being in a warm environment my back pains all the time and there are red spots on my arms|i have been experiencing chills and shivering,Dengue
dengue|i have been experiencing severe joint pain that makes it difficult for me to move and perform my daily activities also|i have lost my apetite because of which i feel weak,Dengue
dengue|i have been vomiting frequently and have lost my appetite as a result my joints and back pain all the time,Dengue
dengue|i have a fever accompanied with severe headache and body pain i experince chills every night there is a distinct pain behind my eyes too,Dengue
and i have no energy to do anything i have developed rashes on my neck|dengue|i have been feeling extremely tired and fatigued|which itch upon touching,Dengue
